Código del organismo;Nombre del organismo;Año informado;Trimestre informado;Total y Rango etario;Nº Mujeres;% Mujeres;Nº Hombres;% Hombres;Total
PP014;Partido Humanista (PH);2017;Jul - Sep;40 a 44 años;2.637;2,8;3.303;3,6;5.940
PP014;Partido Humanista (PH);2017;Jul - Sep;45 a 49 años;5.319;5,7;7.785;8,4;13.104
PP014;Partido Humanista (PH);2017;Jul - Sep;50 a 54 años;7.901;8,5;12.253;13,2;20.154
PP014;Partido Humanista (PH);2017;Jul - Sep;55 a 59 años;5.851;6,3;7.533;8,1;13.384
PP014;Partido Humanista (PH);2017;Jul - Sep;60 a 64 años;3.581;3,8;3.449;3,7;7.030
PP014;Partido Humanista (PH);2017;Jul - Sep;65 a 69 años;2.802;3,0;2.492;2,7;5.294
PP014;Partido Humanista (PH);2017;Jul - Sep;70 a 74 años;1.756;1,9;1.499;1,6;3.255
PP014;Partido Humanista (PH);2017;Jul - Sep;75 a 79 años;1.259;1,4;908;1,0;2.167
PP014;Partido Humanista (PH);2017;Jul - Sep;80 o más años;1.574;1,7;850;0,9;2.424
PP014;Partido Humanista (PH);2017;Jul - Sep;Total Militantes;42.817;46,0;50.211;54,0;93.028
PP014;Partido Humanista (PH);2018;Ene - Mar;18 a 19 años;1.180;1,3;1.182;1,3;2.362
PP014;Partido Humanista (PH);2018;Ene - Mar;20 a 24 años;3.859;4,2;4.215;4,6;8.054
PP014;Partido Humanista (PH);2018;Ene - Mar;25 a 29 años;2.013;2,2;2.149;2,3;4.153
PP014;Partido Humanista (PH);2018;Ene - Mar;30 a 34 años;1.296;1,4;1.260;1,4;2.556
PP014;Partido Humanista (PH);2018;Ene - Mar;35 a 39 años;1.586;1,7;1.334;1,4;2.920
PP014;Partido Humanista (PH);2018;Ene - Mar;40 a 44 años;2.635;2,8;3.300;3,6;5.935
PP014;Partido Humanista (PH);2018;Ene - Mar;45 a 49 años;5.385;5,8;7.728;8,3;13.089
PP014;Partido Humanista (PH);2018;Ene - Mar;50 a 54 años;7.794;8,4;12.144;13,1;19.938
PP014;Partido Humanista (PH);2018;Ene - Mar;55 a 59 años;5.828;6,3;7.538;8,1;13.354
PP014;Partido Humanista (PH);2018;Ene - Mar;60 a 64 años;3.575;3,9;3.449;3,7;7.024
PP014;Partido Humanista (PH);2018;Ene - Mar;65 a 69 años;2.792;3;2.482;2,7;5.274
PP014;Partido Humanista (PH);2018;Ene - Mar;70 a 74 años;1.750;1,9;1.498;1,6;3.248
PP014;Partido Humanista (PH);2018;Ene - Mar;75 a 79 años;1.250;1,4;902;1;2.152
PP014;Partido Humanista (PH);2018;Ene - Mar;80 o más años;1.570;1,7;840;0,9;2.410
PP014;Partido Humanista (PH);2018;Ene - Mar;Total Militantes;42.522;45,9;50.030;54,1;92.534
PP014;Partido Humanista (PH);2017;Oct - Dic;18 a 19 años;1.180;1,3;1.182;1,3;2.362
PP014;Partido Humanista (PH);2017;Oct - Dic;20 a 24 años;3.839;4,2;4.215;4,6;8.054
PP014;Partido Humanista (PH);2017;Oct - Dic;25 a 29 años;2.013;2,2;2.140;2,3;4.153
PP014;Partido Humanista (PH);2017;Oct - Dic;30 a 34 años;1.296;1,4;1.260;1,4;2.556
PP014;Partido Humanista (PH);2017;Oct - Dic;35 a 39 años;1.586;1,7;1.334;1,4;2.920
PP014;Partido Humanista (PH);2017;Oct - Dic;40 a 44 años;2.635;2,8;3.300;3,6;5.935
PP014;Partido Humanista (PH);2017;Oct - Dic;45 a 49 años;5.369;5,8;7.720;8,3;13.089
PP014;Partido Humanista (PH);2017;Oct - Dic;50 a 54 años;7.803;8,4;12.153;13,1;19.956
PP014;Partido Humanista (PH);2017;Oct - Dic;55 a 59 años;5.816;6,3;7.538;8,2;13.354
PP014;Partido Humanista (PH);2017;Oct - Dic;60 a 64 años;3.575;3,9;3.449;3,7;7.024
PP014;Partido Humanista (PH);2017;Oct - Dic;65 a 69 años;2.792;3;2.482;2,7;5.274
PP014;Partido Humanista (PH);2017;Oct - Dic;70 a 74 años;1.750;1,9;1.498;1,6;3.248
PP014;Partido Humanista (PH);2017;Oct - Dic;75 a 79 años;1.250;1,4;902;1;2.152
PP014;Partido Humanista (PH);2017;Oct - Dic;80 o más años;1.570;1,7;840;0,9;2.410
PP014;Partido Humanista (PH);2017;Oct - Dic;Total Militantes;42.474;45,9;50.013;54,1;92.487
PP014;Partido Humanista (PH);2018;Abr - Jun;18 a 19 años;1.180;1,3;1.182;1,3;2.362
PP014;Partido Humanista (PH);2018;Abr - Jun;20 a 24 años;3.859;4,2;4.215;4,6;8.054
PP014;Partido Humanista (PH);2018;Abr - Jun;25 a 29 años;2.013;2,2;2.149;2,3;4.153
PP014;Partido Humanista (PH);2018;Abr - Jun;30 a 34 años;1.296;1,4;1.260;1,4;2.556
PP014;Partido Humanista (PH);2018;Abr - Jun;35 a 39 años;1.586;1,7;1.334;1,4;2.920
PP014;Partido Humanista (PH);2018;Abr - Jun;40 a 44 años;2.635;2,8;3.300;3,6;5.935
PP014;Partido Humanista (PH);2018;Abr - Jun;45 a 49 años;5.385;5,8;7.728;8,3;13.089
PP014;Partido Humanista (PH);2018;Abr - Jun;50 a 54 años;7.794;8,4;12.144;13,1;19.938
PP014;Partido Humanista (PH);2018;Abr - Jun;55 a 59 años;5.828;6,3;7.538;8,1;13.354
PP014;Partido Humanista (PH);2018;Abr - Jun;60 a 64 años;3.575;3,9;3.449;3,7;7.024
PP014;Partido Humanista (PH);2018;Abr - Jun;65 a 69 años;2.792;3;2.482;2,7;5.274
PP014;Partido Humanista (PH);2018;Abr - Jun;70 a 74 años;1.750;1,9;1.498;1,6;3.248
PP014;Partido Humanista (PH);2018;Abr - Jun;75 a 79 años;1.250;1,4;902;1;2.152
PP014;Partido Humanista (PH);2018;Abr - Jun;80 o más años;1.570;1,7;840;0,9;2.410
PP014;Partido Humanista (PH);2018;Abr - Jun;Total Militantes;42.522;45,9;50.030;54,1;92.534
PP014;Partido Humanista (PH);2018;Jul - Sep;18 a 19 años;1.175;1,3;1.179;1,3;2.354
PP014;Partido Humanista (PH);2018;Jul - Sep;20 a 24 años;3.854;4,2;4.210;4,6;8.064
PP014;Partido Humanista (PH);2018;Jul - Sep;25 a 29 años;2.003;2,2;2.120;2,3;4.123
PP014;Partido Humanista (PH);2018;Jul - Sep;30 a 34 años;1.291;1,4;1.254;1,4;2.545
PP014;Partido Humanista (PH);2018;Jul - Sep;35 a 39 años;1.586;1,7;1.332;1,5;2.918
PP014;Partido Humanista (PH);2018;Jul - Sep;40 a 44 años;2.625;2,9;3.295;3,6;5.920
PP014;Partido Humanista (PH);2018;Jul - Sep;45 a 49 años;5.375;5,9;7.725;8,4;13.100
PP014;Partido Humanista (PH);2018;Jul - Sep;50 a 54 años;7.784;8,5;12.123;13,2;19.907
PP014;Partido Humanista (PH);2018;Jul - Sep;55 a 59 años;5.815;6,3;7.527;8,2;13.342
PP014;Partido Humanista (PH);2018;Jul - Sep;60 a 64 años;3.552;3,9;3.320;3,6;6.872
PP014;Partido Humanista (PH);2018;Jul - Sep;65 a 69 años;2.770;3,0;2.465;2,7;5.235
PP014;Partido Humanista (PH);2018;Jul - Sep;70 a 74 años;1.737;1,9;1.390;1,5;3.127
PP014;Partido Humanista (PH);2018;Jul - Sep;75 a 79 años;1.190;1,3;795;0,9;1.985
PP014;Partido Humanista (PH);2018;Jul - Sep;80 o más años;1.551;1,7;805;0,9;2.356
PP014;Partido Humanista (PH);2018;Jul - Sep;Total Militantes;42.308;45,9;49.540;54,1;91.848
PP014;Partido Humanista (PH);2018;Oct - Dic;18 a 19 años;1.175;1,3;1.179;1,3;2.354
PP014;Partido Humanista (PH);2018;Oct - Dic;20 a 24 años;3.854;4,2;4.210;4,6;8.064
PP014;Partido Humanista (PH);2018;Oct - Dic;25 a 29 años;2.003;2,2;2.120;2,3;4.123
PP014;Partido Humanista (PH);2018;Oct - Dic;30 a 34 años;1.291;1,4;1.254;1,4;2.545
PP014;Partido Humanista (PH);2018;Oct - Dic;35 a 39 años;1.586;1,7;1.332;1,5;2.918
PP014;Partido Humanista (PH);2018;Oct - Dic;40 a 44 años;2.625;2,9;3.295;3,6;5.920
PP014;Partido Humanista (PH);2018;Oct - Dic;45 a 49 años;5.375;5,9;7.725;8,4;13.100
PP014;Partido Humanista (PH);2018;Oct - Dic;50 a 54 años;7.784;8,5;12.123;13,2;19.907
PP014;Partido Humanista (PH);2018;Oct - Dic;55 a 59 años;5.815;6,3;7.527;8,2;13.342
PP014;Partido Humanista (PH);2018;Oct - Dic;60 a 64 años;3.552;3,9;3.320;3,6;6.872
PP014;Partido Humanista (PH);2018;Oct - Dic;65 a 69 años;2.770;3;2.465;2,7;5.235
PP014;Partido Humanista (PH);2018;Oct - Dic;70 a 74 años;1.737;1,9;1.390;1,5;3.127
PP014;Partido Humanista (PH);2018;Oct - Dic;75 a 79 años;1.190;1,3;795;0,9;1.985
PP014;Partido Humanista (PH);2018;Oct - Dic;80 o más años;1.551;1,7;805;0,9;2.356
PP014;Partido Humanista (PH);2018;Oct - Dic;Total Militantes;42.308;45,9;49.540;54,1;91.848
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;Total Militantes;59386;51,6;55623;48,4;115009
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;14 a 17 años;0;0;0;0;0
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;18 a 19 años;8;0,01;9;0,01;17
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;20 a 24 años;1.586;1,38;1.444;1,26;3.030
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;25 a 29 años;2.328;2,02;1.970;1,71;4.298
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;30 a 34 años;2.321;2,02;1.958;1,7;4.279
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;35 a 39 años;2.694;2,34;2.127;1,85;4.821
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;40 a 44 años;3.306;2,87;3.132;2,72;6.438
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;45 a 49 años;5.731;4,98;5.652;4,91;11.383
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;50 a 54 años;9.781;8,5;10.131;8,81;19.912
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;55 a 59 años;8.736;7,6;9.269;8,06;18.005
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;60 a 64 años;6.871;5,97;6.712;5,84;13.583
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;65 a 69 años;5.299;4,61;4.897;4,26;10.196
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;70 a 74 años;4.076;3,54;3.566;3,1;7.642
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;75 a 79 años;2.938;2,55;2.350;2,04;5.288
PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;80 a más años;3.711;3,23;2.406;2,09;6.117
PP021;Partido Progresista (PRO);2017;Oct - Dic;Total Militantes;30997;56;24676;44;55673
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 18 a 19 años;1175;2;689;1;1864
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 20 a 24 años;6937;12;4723;8;11660
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 25 a 29 años;3658;7;3093;6;6751
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 30 a 34 años;2538;5;2503;4;5041
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 35 a 39 años;2155;4;2394;4;4549
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 40 a 44 años;2275;4;2391;4;4666
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 45 a 49 años;2496;4;2134;4;4630
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 50 a 54 años;2590;5;1996;4;4586
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 55 a 59 años;2294;4;1573;3;3867
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 60 a 64 años;1848;3;1196;2;3044
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 65 a 69 años;1174;2;832;1;2006
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 70 a 74 años;867;2;579;1;1446
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 75 a 79 años;523;1;321;1;844
PP021;Partido Progresista (PRO);2017;Oct - Dic;N° Militantes 80 a más años;467;1;252;1;719
PP021;Partido Progresista (PRO);2017;Jul - Sept;Total Militantes;30997;56;24676;44;55673
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 18 a 19 años;1175;2;689;1;1864
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 20 a 24 años;6937;12;4723;8;11660
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 25 a 29 años;3658;7;3093;6;6751
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 30 a 34 años;2538;5;2503;4;5041
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 35 a 39 años;2155;4;2394;4;4549
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 40 a 44 años;2275;4;2391;4;4666
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 45 a 49 años;2496;4;2134;4;4630
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 50 a 54 años;2590;5;1996;4;4586
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 55 a 59 años;2294;4;1573;3;3867
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 60 a 64 años;1848;3;1196;2;3044
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 65 a 69 años;1174;2;832;1;2006
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 70 a 74 años;867;2;579;1;1446
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 75 a 79 años;523;1;321;1;844
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 80 a más años;467;1;252;1;719
PP021;Partido Progresista (PRO);2018;Ene - Mar;Total Militantes;30.246;56;23.765;44;54.012
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Simpatizantes 14 a 17 años;0;0;0;0;0
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 18 a 19 años;1.080;2;540;1;1.620
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 20 a 24 años;6.481;12;4.321;8;10.802
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 25 a 29 años;3.781;7;3.241;6;7.022
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 30 a 34 años;2.701;5;2.160;4;4.861
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 35 a 39 años;2.160;4;2.160;4;4.321
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 40 a 44 años;2.160;4;2.160;4;4.321
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 45 a 49 años;2.160;4;2.160;4;4.321
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 50 a 54 años;2.701;5;2.160;4;4.861
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 55 a 59 años;2.160;4;1.620;3;3.781
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 60 a 64 años;1.620;3;1.080;2;2.701
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 65 a 69 años;1.080;2;540;1;1.620
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 70 a 74 años;1.080;2;540;1;1.620
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 75 a 79 años;540;1;540;1;1.080
PP021;Partido Progresista (PRO);2018;Ene - Mar;Nø Militantes 80 a m s años;540;1;540;1;1.080
PP021;Partido Progresista (PRO);2017;Abr - Jun;Total Militantes;30997;56;24676;44;55673
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 18 a 19 años;1175;2;689;1;1864
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 20 a 24 años;6937;12;4723;8;11660
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 25 a 29 años;3658;7;3093;6;6751
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 30 a 34 años;2538;5;2503;4;5041
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 35 a 39 años;2155;4;2394;4;4549
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 40 a 44 años;2275;4;2391;4;4666
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 45 a 49 años;2496;4;2134;4;4630
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 50 a 54 años;2590;5;1996;4;4586
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 55 a 59 años;2294;4;1573;3;3867
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 60 a 64 años;1848;3;1196;2;3044
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 65 a 69 años;1174;2;832;1;2006
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 70 a 74 años;867;2;579;1;1446
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 75 a 79 años;523;1;321;1;844
PP021;Partido Progresista (PRO);2017;Abr - Jun;N° Militantes 80 a más años;467;1;252;1;719
PP021;Partido Progresista (PRO);2017;Jul - Sept;Total Militantes;30997;56;24676;44;55673
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 18 a 19 años;1175;2;689;1;1864
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 20 a 24 años;6937;12;4723;8;11660
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 25 a 29 años;3658;7;3093;6;6751
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 30 a 34 años;2538;5;2503;4;5041
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 35 a 39 años;2155;4;2394;4;4549
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 40 a 44 años;2275;4;2391;4;4666
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 45 a 49 años;2496;4;2134;4;4630
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 50 a 54 años;2590;5;1996;4;4586
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 55 a 59 años;2294;4;1573;3;3867
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 60 a 64 años;1848;3;1196;2;3044
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 65 a 69 años;1174;2;832;1;2006
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 70 a 74 años;867;2;579;1;1446
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 75 a 79 años;523;1;321;1;844
PP021;Partido Progresista (PRO);2017;Jul - Sept;N° Militantes 80 a más años;467;1;252;1;719
PP022;Partido Radical de Chile;2018;Ene - Mar;Total Militantes;52.048;52;48.134;48;100.182
PP022;Partido Radical de Chile;2018;Ene - Mar;14 a 17 años;0;0;0;0;0
PP022;Partido Radical de Chile;2018;Ene - Mar;18 a 19 años;163;0,16;152;0,15;315
PP022;Partido Radical de Chile;2018;Ene - Mar;20 a 24 años;1186;1,2;1.162;1,2;2.348
PP022;Partido Radical de Chile;2018;Ene - Mar;25 a 29 años;1.537;1,5;1.422;1,4;2.959
PP022;Partido Radical de Chile;2018;Ene - Mar;30 a 34 años;1.685;1,7;1.569;1,6;3.254
PP022;Partido Radical de Chile;2018;Ene - Mar;35 a 39 años;1.853;1,8;1.921;1,9;3.774
PP022;Partido Radical de Chile;2018;Ene - Mar;40 a 44 años;2.229;2,2;2.277;2,3;4.506
PP022;Partido Radical de Chile;2018;Ene - Mar;45 a 49 años;4.903;4,9;4.612;4,6;9.515
PP022;Partido Radical de Chile;2018;Ene - Mar;50 a 54 años;8.012;8;7.174;7,2;15.186
PP022;Partido Radical de Chile;2018;Ene - Mar;55 a 59 años;7.590;7,6;6.777;6,8;14.367
PP022;Partido Radical de Chile;2018;Ene - Mar;60 a 64 años;6.421;6,4;5.495;5,5;11.916
PP022;Partido Radical de Chile;2018;Ene - Mar;65 a 69 años;4.937;4,9;4.756;4,7;9.693
PP022;Partido Radical de Chile;2018;Ene - Mar;70 a 74 años;4.179;4,2;3.963;4;8.142
PP022;Partido Radical de Chile;2018;Ene - Mar;75 a 79 años;3.033;3;2.966;3;5.999
PP022;Partido Radical de Chile;2018;Ene - Mar;80 o más años;4.320;4,3;3.888;3,9;8.208
PP022;Partido Radical de Chile;2016;Oct - Dic;Total Militantes;42.585;51,9;39.429;48,1;82.014
PP022;Partido Radical de Chile;2016;Oct - Dic;14 a 17 años;3;0,0;12;0,0;15
PP022;Partido Radical de Chile;2016;Oct - Dic;18 a 19 años;85;0,1;100;0,1;185
PP022;Partido Radical de Chile;2016;Oct - Dic;20 a 24 años;306;0,4;507;0,6;813
PP022;Partido Radical de Chile;2016;Oct - Dic;25 a 29 años;637;0,8;864;1,1;1.501
PP022;Partido Radical de Chile;2016;Oct - Dic;30 a 34 años;947;1,2;990;1,2;1.937
PP022;Partido Radical de Chile;2016;Oct - Dic;35 a 39 años;547;0,7;644;0,8;1.191
PP022;Partido Radical de Chile;2016;Oct - Dic;40 a 44 años;730;0,9;770;0,9;1.500
PP022;Partido Radical de Chile;2016;Oct - Dic;45 a 49 años;2.702;3,3;2.358;2,9;5.060
PP022;Partido Radical de Chile;2016;Oct - Dic;50 a 54 años;13.992;17,1;11.854;14,5;25.846
PP022;Partido Radical de Chile;2016;Oct - Dic;55 a 59 años;4.985;6,1;4.080;5,0;9.065
PP022;Partido Radical de Chile;2016;Oct - Dic;60 a 64 años;5.398;6,6;4.184;5,1;9.582
PP022;Partido Radical de Chile;2016;Oct - Dic;65 a 69 años;4.679;5,7;4.303;5,2;8.982
PP022;Partido Radical de Chile;2016;Oct - Dic;70 a 74 años;2.584;3,2;2.583;3,1;5.167
PP022;Partido Radical de Chile;2016;Oct - Dic;75 a 79 años;1.713;2,1;1.997;2,4;3.710
PP022;Partido Radical de Chile;2016;Oct - Dic;80 o más años;3.277;4,0;4.183;5,1;7.460
PP022;Partido Radical de Chile;2017;Ene - Mar;Total Militantes;43.125;51,9;39.961;48,1;83.086
PP022;Partido Radical de Chile;2017;Ene - Mar;14 a 17 años;0;0;0;0;0
PP022;Partido Radical de Chile;2017;Ene - Mar;18 a 19 años;122;0,1;138;0,1;260
PP022;Partido Radical de Chile;2017;Ene - Mar;20 a 24 años;344;0,4;545;0,6;889
PP022;Partido Radical de Chile;2017;Ene - Mar;25 a 29 años;676;0,8;903;1,1;1.579
PP022;Partido Radical de Chile;2017;Ene - Mar;30 a 34 años;986;1,2;1029;1,2;2.015
PP022;Partido Radical de Chile;2017;Ene - Mar;35 a 39 años;586;0,7;683;0,8;1.269
PP022;Partido Radical de Chile;2017;Ene - Mar;40 a 44 años;769;0,9;809;0,9;1.578
PP022;Partido Radical de Chile;2017;Ene - Mar;45 a 49 años;2.741;3,3;2.397;2,9;5.138
PP022;Partido Radical de Chile;2017;Ene - Mar;50 a 54 años;14.031;17,1;11.893;14,5;25.924
PP022;Partido Radical de Chile;2017;Ene - Mar;55 a 59 años;5.024;6,1;4.119;5;9.143
PP022;Partido Radical de Chile;2017;Ene - Mar;60 a 64 años;5.437;6,6;4.223;5,1;9.660
PP022;Partido Radical de Chile;2017;Ene - Mar;65 a 69 años;4.718;5,7;4.342;5,2;9.060
PP022;Partido Radical de Chile;2017;Ene - Mar;70 a 74 años;2.623;3,2;2.622;3,1;5.245
PP022;Partido Radical de Chile;2017;Ene - Mar;75 a 79 años;1.752;2,1;2.036;2,4;3.788
PP022;Partido Radical de Chile;2017;Ene - Mar;80 o más años;3.316;4;4.222;5,1;7.538
PP022;Partido Radical de Chile;2019;Ene-Mar;Total Militantes;51.930;52,30%;47.440;47,70%;99.370
PP022;Partido Radical de Chile;2019;Ene-Mar;14-17 años;0;0;0;0;0
PP022;Partido Radical de Chile;2019;Ene-Mar;18-19 años;80;53,70%;69;46,30%;149
PP022;Partido Radical de Chile;2019;Ene-Mar;20-24 años;1.226;50,40%;1.206;49,60%;2.432
PP022;Partido Radical de Chile;2019;Ene-Mar;25-29 años;1.592;52%;1.474;48%;3.066
PP022;Partido Radical de Chile;2019;Ene-Mar;30-34 años;1.768;52%;1.604;48%;3.372
PP022;Partido Radical de Chile;2019;Ene-Mar;35-39 años;1.943;50,70%;1.890;49,30%;3.833
PP022;Partido Radical de Chile;2019;Ene-Mar;40-44 años;2.184;49,80%;2.199;50,20%;4.383
PP022;Partido Radical de Chile;2019;Ene-Mar;45-49 años;4.174;50%;4.161;50%;8.335
PP022;Partido Radical de Chile;2019;Ene-Mar;50-54 años;7.993;53,30%;7.011;46,70%;15.004
PP022;Partido Radical de Chile;2019;Ene-Mar;55-59 años;7.745;53%;6.872;47%;14.617
PP022;Partido Radical de Chile;2019;Ene-Mar;60-64 años;6.574;54,00%;5.599;46,00%;12.173
PP022;Partido Radical de Chile;2019;Ene-Mar;65-69 años;5.148;51,80%;4.792;48,20%;9.940
PP022;Partido Radical de Chile;2019;Ene-Mar;70-74 años;4.221;51,60%;3.959;48,40%;8.180
PP022;Partido Radical de Chile;2019;Ene-Mar;75-79 años;3.102;51%;2.974;49%;6.076
PP022;Partido Radical de Chile;2019;Ene-Mar;80 o más años;4.167;53,30%;3.658;46,70%;7.825
PP022;Partido Radical de Chile;2019;Abr-Jun;Total Militantes;51.487;52,40%;46.836;47,60%;98.323
PP022;Partido Radical de Chile;2019;Abr-Jun;14-17 años;0;0;0;0;0
PP022;Partido Radical de Chile;2019;Abr-Jun;18-19 años;65;53,30%;57;46,70%;122
PP022;Partido Radical de Chile;2019;Abr-Jun;20-24 años;967;50,80%;938;49,20%;1.905
PP022;Partido Radical de Chile;2019;Abr-Jun;25-29 años;1.514;52%;1.393;48%;2.907
PP022;Partido Radical de Chile;2019;Abr-Jun;30-34 años;1.695;52%;1.563;48%;3.258
PP022;Partido Radical de Chile;2019;Abr-Jun;35-39 años;1.888;50,60%;1.840;49,40%;3.728
PP022;Partido Radical de Chile;2019;Abr-Jun;40-44 años;2.004;49,70%;2.027;50,30%;4.031
PP022;Partido Radical de Chile;2019;Abr-Jun;45-49 años;3.261;50%;3.296;50%;6.557
PP022;Partido Radical de Chile;2019;Abr-Jun;50-54 años;7.868;53,30%;6.905;46,70%;14.773
PP022;Partido Radical de Chile;2019;Abr-Jun;55-59 años;7.862;53%;6.957;47%;14.819
PP022;Partido Radical de Chile;2019;Abr-Jun;60-64 años;6.780;53,90%;5.809;46,10%;12.589
PP022;Partido Radical de Chile;2019;Abr-Jun;65-69 años;5.346;52,50%;4.835;47,50%;10.181
PP022;Partido Radical de Chile;2019;Abr-Jun;70-74 años;4.389;52,00%;4.049;48,00%;8.438
PP022;Partido Radical de Chile;2019;Abr-Jun;75-79 años;3.270;51%;3.158;49%;6.428
PP022;Partido Radical de Chile;2019;Abr-Jun;80 o más años;4.568;53,30%;3.996;46,70%;8.564
