idcaso;IDInstitucion,;Institucion
6566;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
6567;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
6568;d35b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TILTIL"
6569;d95f3745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA PARA LAS FUERZAS ARMADAS"
6570;d3593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CONCHALÍ"
6571;9f573745-a109-e211-b576-00155d01e500;"SUBSECRETARIA DE LAS CULTURAS Y LAS ARTES"
6572;d1583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD ATACAMA"
6573;d3583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD COQUIMBO"
6574;515b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILPUÉ"
6575;2f583745-a109-e211-b576-00155d01e500;"GENDARMERÍA DE CHILE"
6576;295b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO MONTT"
6577;b55f3745-a109-e211-b576-00155d01e500;"MINISTERIO DEL MEDIO AMBIENTE"
6578;b3583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE PENSIONES"
6579;575b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUINTA NORMAL"
6580;cb5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TEMUCO"
6581;d55a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE OSORNO"
6582;075c3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ZAPALLAR"
6583;4b593745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA"
6584;7d5d3745-a109-e211-b576-00155d01e500;"SEREMI DE OBRAS PUBLICAS REGIÓN DEL BÍO BÍO"
6585;b5583745-a109-e211-b576-00155d01e500;"INSTITUTO DE PREVISIÓN SOCIAL (IPS)"
6586;4f583745-a109-e211-b576-00155d01e500;"EJÉRCITO DE CHILE"
6587;f95b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VILLA ALEMANA"
6588;3f583745-a109-e211-b576-00155d01e500;"CORPORACIÓN DE ASISTENCIA JUDICIAL DE LA REGIÓN METROPOLITANA"
6589;39583745-a109-e211-b576-00155d01e500;"SERVICIO DE REGISTRO CIVIL E IDENTIFICACIÓN"
6590;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
6591;375d3745-a109-e211-b576-00155d01e500;"SEREMI DE EDUCACIÓN REGIÓN DE COQUIMBO"
6592;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
6593;f3573745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE COMPRAS Y CONTRATACIÓN PÚBLICA"
6594;b1583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE SEGURIDAD SOCIAL"
6595;af5f3745-a109-e211-b576-00155d01e500;"HOSPITAL CARLOS VAN BUREN DE VALPARAÍSO"
6596;79573745-a109-e211-b576-00155d01e500;"MINISTERIO DE RELACIONES EXTERIORES"
6597;ef5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN METROPOLITANA DE SANTIAGO"
6598;31583745-a109-e211-b576-00155d01e500;"SERVICIO MÉDICO LEGAL (SML)"
6599;875f3745-a109-e211-b576-00155d01e500;"CONSEJO PARA LA TRANSPARENCIA"
6600;89573745-a109-e211-b576-00155d01e500;"MINISTERIO DE BIENES NACIONALES"
6601;e3573745-a109-e211-b576-00155d01e500;"TESORERÍA GENERAL DE LA REPÚBLICA"
6602;275e3745-a109-e211-b576-00155d01e500;"SEREMI DE VIVIENDA Y URBANISMO REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS"
6603;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
6604;27593745-a109-e211-b576-00155d01e500;"SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DEL BÍO BÍO"
6605;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
6606;af5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN RAMÓN"
6607;5f603745-a109-e211-b576-00155d01e500;"CORPORACIÓN MUNICIPAL DE CHONCHI"
6608;19583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE CHILE"
6609;f3573745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE COMPRAS Y CONTRATACIÓN PÚBLICA"
6610;59603745-a109-e211-b576-00155d01e500;"CORPORACIÓN MUNICIPAL DE BUIN"
6611;e95d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE ATACAMA"
6612;cb5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TEMUCO"
6613;ed5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALPARAÍSO"
6614;435a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA FLORIDA"
6615;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
6616;77583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE OBRAS HIDRÁULICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
6617;7b573745-a109-e211-b576-00155d01e500;"MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO"
6618;b1583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE SEGURIDAD SOCIAL"
6619;91573745-a109-e211-b576-00155d01e500;"MINISTERIO DE VIVIENDA Y URBANISMO"
6620;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
6621;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
6622;b1573745-a109-e211-b576-00155d01e500;"SERVICIO ELECTORAL"
6623;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
6624;455a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA GRANJA"
6625;4d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA REINA"
6626;b75f3745-a109-e211-b576-00155d01e500;"SERVICIO DE EVALUACIÓN AMBIENTAL"
6627;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
6628;fd613745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE EVALUACIÓN SOCIAL"
6629;4b593745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA"
6630;095c3745-a109-e211-b576-00155d01e500;"BANCO DEL ESTADO DE CHILE"
6631;af5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN RAMÓN"
6632;93573745-a109-e211-b576-00155d01e500;"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES"
6633;435a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA FLORIDA"
6634;e3573745-a109-e211-b576-00155d01e500;"TESORERÍA GENERAL DE LA REPÚBLICA"
6635;635b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RECOLETA"
6636;635b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RECOLETA"
6637;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
6638;c75b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TALCAHUANO"
6639;8d573745-a109-e211-b576-00155d01e500;"MINISTERIO DE SALUD"
6640;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
6641;f3573745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE COMPRAS Y CONTRATACIÓN PÚBLICA"
6642;df603745-a109-e211-b576-00155d01e500;"INSPECCIÓN PROVINCIAL DEL TRABAJO DE RANCAGUA"
6643;c35b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TALAGANTE"
6644;535c3745-a109-e211-b576-00155d01e500;"PODER JUDICIAL"
6645;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
6646;a7573745-a109-e211-b576-00155d01e500;"OTRAS INSTITUCIONES"
6647;6d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ARICA"
6648;f1573745-a109-e211-b576-00155d01e500;"DIRECCIÓN NACIONAL DEL SERVICIO CIVIL"
6649;79583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE VIALIDAD DEL MINISTERIO DE OBRAS PÚBLICAS"
6650;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
6651;ed5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALPARAÍSO"
6652;67583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE PREVISIÓN DE CARABINEROS DE CHILE (DIPRECA)"
6653;635b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RECOLETA"
6654;77583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE OBRAS HIDRÁULICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
6655;73583745-a109-e211-b576-00155d01e500;"FISCALÍA DEL MINISTERIO DE OBRAS PÚBLICAS"
6656;8d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LOS VILOS"
6657;f1573745-a109-e211-b576-00155d01e500;"DIRECCIÓN NACIONAL DEL SERVICIO CIVIL"
6658;33593745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE TRANSPORTES"
6659;a7573745-a109-e211-b576-00155d01e500;"OTRAS INSTITUCIONES"
6660;3d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA CISTERNA"
6661;bf583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SALUD PÚBLICA DE CHILE"
6662;9f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN JUAN DE LA COSTA"
6663;d95f3745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA PARA LAS FUERZAS ARMADAS"
6664;b75f3745-a109-e211-b576-00155d01e500;"SERVICIO DE EVALUACIÓN AMBIENTAL"
6665;6d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ARICA"
6666;77583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE OBRAS HIDRÁULICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
6667;77583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE OBRAS HIDRÁULICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
6668;77583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE OBRAS HIDRÁULICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
6669;e1593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CORRAL"
6670;ed5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALPARAÍSO"
6671;8d573745-a109-e211-b576-00155d01e500;"MINISTERIO DE SALUD"
6672;075c3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ZAPALLAR"
6673;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
6674;f75b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VILLA ALEGRE"
6675;87613745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE PREVENCIÓN DE DELITOS"
6676;d35a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE OLMUÉ"
6677;cc69ff05-d0b8-e211-b120-00155d01e500;"SUPERINTENDENCIA DE EDUCACIÓN"
6678;cd573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DEL CONSUMIDOR"
6679;21613745-a109-e211-b576-00155d01e500;"INSPECCIÓN COMUNAL DEL TRABAJO DE VIÑA DEL MAR"
6680;995a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MAIPÚ"
6681;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
6682;93583745-a109-e211-b576-00155d01e500;"COMISIÓN NACIONAL DE RIEGO"
6683;795d3745-a109-e211-b576-00155d01e500;"SEREMI DE OBRAS PUBLICAS REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS"
6684;5d5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RANCAGUA"
6685;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
6686;f3593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE DALCAHUE"
6687;ff573745-a109-e211-b576-00155d01e500;"COMISIÓN NACIONAL DE INVESTIGACIÓN CIENTÍFICA Y TECNOLÓGICA"
6688;ea3d7cb1-db49-e211-b11f-00155d01e500;"INSTITUTO DE FOMENTO PESQUERO"
6689;c35b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TALAGANTE"
6690;ed5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE VALPARAÍSO"
6691;335a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE INDEPENDENCIA"
6692;db593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COPIAPÓ"
6693;635b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RECOLETA"
6694;19583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE CHILE"
6695;ef5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN METROPOLITANA DE SANTIAGO"
6696;bd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTIAGO"
6697;b1583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE SEGURIDAD SOCIAL"
6698;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
6699;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
6700;b75f3745-a109-e211-b576-00155d01e500;"SERVICIO DE EVALUACIÓN AMBIENTAL"
6701;275b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUENTE ALTO"
6702;6d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ARICA"
6703;435f3745-a109-e211-b576-00155d01e500;"HOSPITAL REGIONAL DE ARICA "DR. JUAN NOÉ CREVANI""
6704;af5d3745-a109-e211-b576-00155d01e500;"SEREMI DE BIENES NACIONALES REGIÓN DE COQUIMBO"
6705;a7573745-a109-e211-b576-00155d01e500;"OTRAS INSTITUCIONES"
6706;515b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILPUÉ"
6707;a7573745-a109-e211-b576-00155d01e500;"OTRAS INSTITUCIONES"
6708;b1573745-a109-e211-b576-00155d01e500;"SERVICIO ELECTORAL"
6709;615a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAS CONDES"
6710;615a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAS CONDES"
6711;475c3745-a109-e211-b576-00155d01e500;"CONTRALORÍA GENERAL DE LA REPÚBLICA"
6712;fb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DEL PATRIMONIO CULTURAL"
6713;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
6714;3b603745-a109-e211-b576-00155d01e500;"HOSPITAL REGIONAL HERNÁN HENRIQUEZ DE  TEMUCO"
6715;01593745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO OCCIDENTE"
6716;9f5f3745-a109-e211-b576-00155d01e500;"CORPORACIÓN MUNICIPAL DE PANGUIPULLI"
6717;f9583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO CENTRAL"
6718;6d5c3745-a109-e211-b576-00155d01e500;"GOBIERNO REGIONAL REGIÓN DE VALPARAÍSO"
6719;91583745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL FORESTAL Y DE PROTECCIÓN DE RECURSOS NATURALES RENOVABLES (CONAF)"
6720;a55f3745-a109-e211-b576-00155d01e500;"CORPORACIÓN MUNICIPAL DE SALUD Y EDUCACIÓN DE LA FLORIDA (COMUDEF)"
6721;85573745-a109-e211-b576-00155d01e500;"MINISTERIO DE OBRAS PÚBLICAS"
6722;495a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA LIGUA"
6723;235e3745-a109-e211-b576-00155d01e500;"SEREMI DE VIVIENDA Y URBANISMO REGIÓN DE VALPARAÍSO"
6724;715b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RÍO BUENO"
6725;875b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN BERNARDO"
6726;d1593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CONCEPCIÓN"
6727;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
6728;17583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE SANTIAGO DE CHILE"
6729;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
6730;e7573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE BANCOS E INSTITUCIONES FINANCIERAS"
6731;d1593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CONCEPCIÓN"
6732;ef5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN METROPOLITANA DE SANTIAGO"
6733;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
6734;11583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE ATACAMA"
6735;67593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ANTOFAGASTA"
6736;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
6737;fb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DEL PATRIMONIO CULTURAL"
6738;fb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DEL PATRIMONIO CULTURAL"
6739;e3573745-a109-e211-b576-00155d01e500;"TESORERÍA GENERAL DE LA REPÚBLICA"
6740;275e3745-a109-e211-b576-00155d01e500;"SEREMI DE VIVIENDA Y URBANISMO REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS"
6741;775a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LO PRADO"
6742;735a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LO BARNECHEA"
6743;ab5d3745-a109-e211-b576-00155d01e500;"SEREMI DE BIENES NACIONALES REGIÓN DE ANTOFAGASTA"
6744;f55d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DEL BÍO BÍO"
6745;cb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ÑUÑOA"
6746;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
6747;c1593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COIHUECO"
6748;595b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUINTERO"
6749;635c3745-a109-e211-b576-00155d01e500;"GOBIERNO REGIONAL REGIÓN DE ARICA Y PARINACOTA"
6750;695b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RENGO"
6751;fd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VIÑA DEL MAR"
6752;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
6753;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
6754;53583745-a109-e211-b576-00155d01e500;"FUERZA AÉREA DE CHILE"
6755;fd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VIÑA DEL MAR"
6756;bf5d3745-a109-e211-b576-00155d01e500;"SEREMI DE BIENES NACIONALES REGIÓN DE LOS LAGOS"
6757;a7573745-a109-e211-b576-00155d01e500;"OTRAS INSTITUCIONES"
6758;cf573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES (SEC)"
6759;1a933af6-dc49-e211-b11f-00155d01e500;"AGENCIA DE CALIDAD DE LA EDUCACIÓN"
6760;ad583745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO"
6761;a7573745-a109-e211-b576-00155d01e500;"OTRAS INSTITUCIONES"
6762;4f5c3745-a109-e211-b576-00155d01e500;"N/A"
6763;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
6764;f7593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE DOÑIHUE"
6765;f9583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO CENTRAL"
6766;81573745-a109-e211-b576-00155d01e500;"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS"
6767;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
6768;a7573745-a109-e211-b576-00155d01e500;"OTRAS INSTITUCIONES"
6769;5d5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RANCAGUA"
6770;fd593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE EL MONTE"
6771;af5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN RAMÓN"
6772;e7593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CURACAVÍ"
6773;8d573745-a109-e211-b576-00155d01e500;"MINISTERIO DE SALUD"
6774;af5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN RAMÓN"
6775;af5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN RAMÓN"
6776;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
6777;575c3745-a109-e211-b576-00155d01e500;"MINISTERIO PÚBLICO"
6778;67593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ANTOFAGASTA"
6779;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
6780;49593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE LA DISCAPACIDAD"
6781;2d603745-a109-e211-b576-00155d01e500;"HOSPITAL BARROS LUCO TRUDEAU"
6782;a7573745-a109-e211-b576-00155d01e500;"OTRAS INSTITUCIONES"
6783;7f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO SAAVEDRA"
6784;6f583745-a109-e211-b576-00155d01e500;"DIRECCIÓN GENERAL DE OBRAS PÚBLICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
6785;b5603745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DEL MEDIO AMBIENTE"
6786;335a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE INDEPENDENCIA"
6787;3d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA CISTERNA"
6788;3d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA CISTERNA"
6789;79593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CALAMA"
6790;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
6791;97573745-a109-e211-b576-00155d01e500;"MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA"
6792;eb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PAPUDO"
6793;af5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN RAMÓN"
6794;395c3745-a109-e211-b576-00155d01e500;"SOCIEDAD AGRICOLA Y SERVICIOS ISLA DE PASCUA (SPA) - (SASIPA)"
6795;33593745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE TRANSPORTES"
6796;39583745-a109-e211-b576-00155d01e500;"SERVICIO DE REGISTRO CIVIL E IDENTIFICACIÓN"
6797;e5573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE VALORES Y SEGUROS"
6798;37593745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE TELECOMUNICACIONES"
6799;81573745-a109-e211-b576-00155d01e500;"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS"
6800;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
6801;475c3745-a109-e211-b576-00155d01e500;"CONTRALORÍA GENERAL DE LA REPÚBLICA"
6802;ed613745-a109-e211-b576-00155d01e500;"GOBIERNO REGIONAL DE COQUIMBO"
6803;ad583745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO"
6804;cd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TENO"
6805;c15a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE NEGRETE"
6806;f55c3745-a109-e211-b576-00155d01e500;"GOBERNACIÓN PROVINCIAL DE MAGALLANES"
6807;33593745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE TRANSPORTES"
6808;715b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RÍO BUENO"
6809;b3583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE PENSIONES"
6810;89573745-a109-e211-b576-00155d01e500;"MINISTERIO DE BIENES NACIONALES"
6811;97573745-a109-e211-b576-00155d01e500;"MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA"
6812;5d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LANCO"
6813;c9593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COLINA"
6814;315d3745-a109-e211-b576-00155d01e500;"SEREMI DE EDUCACIÓN REGIÓN DE TARAPACÁ"
6815;3b5d3745-a109-e211-b576-00155d01e500;"SEREMI DE EDUCACIÓN REGIÓN METROPOLITANA DE SANTIAGO"
6816;c9573745-a109-e211-b576-00155d01e500;"SUBSECRETARIA DE PESCA Y ACUICULTURA"
6817;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
6818;39583745-a109-e211-b576-00155d01e500;"SERVICIO DE REGISTRO CIVIL E IDENTIFICACIÓN"
6819;bd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTIAGO"
6820;01593745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO OCCIDENTE"
6821;f55f3745-a109-e211-b576-00155d01e500;"HOSPITAL DR. ERNESTO TORRES GALDAMES DE IQUIQUE"
6822;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
6823;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
6824;495c3745-a109-e211-b576-00155d01e500;"SENADO"
6825;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
6826;21583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE MAGALLANES"
6827;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
6828;79573745-a109-e211-b576-00155d01e500;"MINISTERIO DE RELACIONES EXTERIORES"
6829;255e3745-a109-e211-b576-00155d01e500;"SEREMI DE VIVIENDA Y URBANISMO REGIÓN METROPOLITANA DE SANTIAGO"
6830;b5603745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DEL MEDIO AMBIENTE"
6831;39583745-a109-e211-b576-00155d01e500;"SERVICIO DE REGISTRO CIVIL E IDENTIFICACIÓN"
6832;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
6833;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
