idCaso;IdMotivo;Motivo
11795;2;No recibió respuesta a su solicitud
11796;2;No recibió respuesta a su solicitud
11797;3;La información entregada no corresponde a la solicitada
11798;4;Otras
11798;12;Otras
11799;2;No recibió respuesta a su solicitud
11800;1;Respuesta negativa a la solicitud de información
11800;12;Otras
11801;12;Otras
11801;3;La información entregada no corresponde a la solicitada
11802;2;No recibió respuesta a su solicitud
11803;1;Respuesta negativa a la solicitud de información
11803;12;Otras
11804;2;No recibió respuesta a su solicitud
11805;3;La información entregada no corresponde a la solicitada
11805;12;Otras
11806;12;Otras
11806;3;La información entregada no corresponde a la solicitada
11807;1;Respuesta negativa a la solicitud de información
11807;12;Otras
11808;2;No recibió respuesta a su solicitud
11809;1;Respuesta negativa a la solicitud de información
11809;5;Seguridad nacional
11810;12;Otras
11810;3;La información entregada no corresponde a la solicitada
11811;3;La información entregada no corresponde a la solicitada
11811;12;Otras
11812;2;No recibió respuesta a su solicitud
11813;2;No recibió respuesta a su solicitud
11814;4;Otras
11814;12;Otras
11815;1;Respuesta negativa a la solicitud de información
11815;8;No se encuentra la información
11816;9;La información no existe
11816;4;Otras
11817;3;La información entregada no corresponde a la solicitada
11817;12;Otras
11818;16;La información está desactualizada
11818;24;Actos y documentos publicados en el Diario Oficial
11818;13;La información no está disponible en forma permanente
11819;1;Respuesta negativa a la solicitud de información
11819;11;Oposición de un tercero
11820;2;No recibió respuesta a su solicitud
11821;2;No recibió respuesta a su solicitud
11822;2;No recibió respuesta a su solicitud
11823;2;No recibió respuesta a su solicitud
11824;2;No recibió respuesta a su solicitud
11825;2;No recibió respuesta a su solicitud
11826;2;No recibió respuesta a su solicitud
11827;2;No recibió respuesta a su solicitud
11828;2;No recibió respuesta a su solicitud
11829;2;No recibió respuesta a su solicitud
11830;2;No recibió respuesta a su solicitud
11831;1;Respuesta negativa a la solicitud de información
11832;1;Respuesta negativa a la solicitud de información
11833;3;La información entregada no corresponde a la solicitada
11833;12;Otras
11834;12;Otras
11834;3;La información entregada no corresponde a la solicitada
11834;1;Respuesta negativa a la solicitud de información
11834;4;Otras
11835;1;Respuesta negativa a la solicitud de información
11835;5;Seguridad nacional
11836;1;Respuesta negativa a la solicitud de información
11836;11;Oposición de un tercero
11837;1;Respuesta negativa a la solicitud de información
11837;12;Otras
11838;2;No recibió respuesta a su solicitud
11839;4;Otras
11839;12;Otras
11840;12;Otras
11840;4;Otras
11840;11;Oposición de un tercero
11841;4;Otras
11841;12;Otras
11842;2;No recibió respuesta a su solicitud
11843;3;La información entregada no corresponde a la solicitada
11843;4;Otras
11844;1;Respuesta negativa a la solicitud de información
11844;9;La información no existe
11845;1;Respuesta negativa a la solicitud de información
11845;6;Debido funcionamiento del órgano/servicio
11846;2;No recibió respuesta a su solicitud
11847;1;Respuesta negativa a la solicitud de información
11848;2;No recibió respuesta a su solicitud
11849;3;La información entregada no corresponde a la solicitada
11850;2;No recibió respuesta a su solicitud
11851;3;La información entregada no corresponde a la solicitada
11851;12;Otras
11852;2;No recibió respuesta a su solicitud
11853;3;La información entregada no corresponde a la solicitada
11853;12;Otras
11854;12;Otras
11854;1;Respuesta negativa a la solicitud de información
11855;2;No recibió respuesta a su solicitud
11856;3;La información entregada no corresponde a la solicitada
11856;11;Oposición de un tercero
11857;4;Otras
11857;12;Otras
11858;1;Respuesta negativa a la solicitud de información
11859;1;Respuesta negativa a la solicitud de información
11859;12;Otras
11860;2;No recibió respuesta a su solicitud
11861;3;La información entregada no corresponde a la solicitada
11861;10;La información solicitada está en posesión de otro órgano o servicio
11862;11;Oposición de un tercero
11862;1;Respuesta negativa a la solicitud de información
11863;2;No recibió respuesta a su solicitud
11864;1;Respuesta negativa a la solicitud de información
11865;16;La información está desactualizada
11865;15;La información es incompleta
11865;24;Actos y documentos publicados en el Diario Oficial
11865;25;Mecanismos de participación ciudadana
11865;23;Actos y resoluciones con efectos sobre terceros
11865;13;La información no está disponible en forma permanente
11865;17;Otros
11865;20;Entidades en que el organismo tiene participación, representación e intervención
11866;1;Respuesta negativa a la solicitud de información
11867;3;La información entregada no corresponde a la solicitada
11867;12;Otras
11868;2;No recibió respuesta a su solicitud
11869;2;No recibió respuesta a su solicitud
11870;2;No recibió respuesta a su solicitud
11871;2;No recibió respuesta a su solicitud
11872;1;Respuesta negativa a la solicitud de información
11872;12;Otras
11873;2;No recibió respuesta a su solicitud
11873;4;Otras
11874;2;No recibió respuesta a su solicitud
11875;1;Respuesta negativa a la solicitud de información
11875;12;Otras
11876;12;Otras
11876;1;Respuesta negativa a la solicitud de información
11876;3;La información entregada no corresponde a la solicitada
11877;3;La información entregada no corresponde a la solicitada
11877;4;Otras
11878;4;Otras
11878;3;La información entregada no corresponde a la solicitada
11879;1;Respuesta negativa a la solicitud de información
11879;12;Otras
11880;15;La información es incompleta
11880;23;Actos y resoluciones con efectos sobre terceros
11881;12;Otras
11881;3;La información entregada no corresponde a la solicitada
11882;1;Respuesta negativa a la solicitud de información
11882;12;Otras
11883;4;Otras
11884;4;Otras
11884;12;Otras
11885;2;No recibió respuesta a su solicitud
11886;1;Respuesta negativa a la solicitud de información
11887;2;No recibió respuesta a su solicitud
11888;2;No recibió respuesta a su solicitud
11889;30;Otros
11889;16;La información está desactualizada
11889;23;Actos y resoluciones con efectos sobre terceros
11889;22;Marco normativo aplicable
11889;17;Otros
11889;13;La información no está disponible en forma permanente
11890;12;Otras
11890;4;Otras
11891;3;La información entregada no corresponde a la solicitada
11891;1;Respuesta negativa a la solicitud de información
11891;8;No se encuentra la información
11892;2;No recibió respuesta a su solicitud
11893;1;Respuesta negativa a la solicitud de información
11894;3;La información entregada no corresponde a la solicitada
11894;12;Otras
11895;2;No recibió respuesta a su solicitud
11896;4;Otras
11896;12;Otras
11897;1;Respuesta negativa a la solicitud de información
11897;9;La información no existe
11898;1;Respuesta negativa a la solicitud de información
11898;6;Debido funcionamiento del órgano/servicio
11899;2;No recibió respuesta a su solicitud
11900;2;No recibió respuesta a su solicitud
11901;1;Respuesta negativa a la solicitud de información
11901;6;Debido funcionamiento del órgano/servicio
11902;13;La información no está disponible en forma permanente
11902;20;Entidades en que el organismo tiene participación, representación e intervención
11902;16;La información está desactualizada
11902;15;La información es incompleta
11902;25;Mecanismos de participación ciudadana
11902;26;Contrataciones
11902;27;Transferencias de fondos públicos
11902;30;Otros
11903;2;No recibió respuesta a su solicitud
11904;2;No recibió respuesta a su solicitud
11905;3;La información entregada no corresponde a la solicitada
11905;6;Debido funcionamiento del órgano/servicio
11906;4;Otras
11907;4;Otras
11908;1;Respuesta negativa a la solicitud de información
11908;9;La información no existe
11908;8;No se encuentra la información
11909;4;Otras
11909;12;Otras
11910;12;Otras
11910;4;Otras
11911;4;Otras
11911;12;Otras
11912;6;Debido funcionamiento del órgano/servicio
11912;1;Respuesta negativa a la solicitud de información
11913;13;La información no está disponible en forma permanente
11913;20;Entidades en que el organismo tiene participación, representación e intervención
11913;18;Organigrama
11913;17;Otros
11913;19;Facultades, funciones y atribuciones de unidades internas
11913;21;Personal y sus remuneraciones
11913;14;El acceso a la información no es expedito
11913;28;Presupuesto asignado y su ejecución
11913;26;Contrataciones
11913;25;Mecanismos de participación ciudadana
11913;22;Marco normativo aplicable
11913;23;Actos y resoluciones con efectos sobre terceros
11914;12;Otras
11914;1;Respuesta negativa a la solicitud de información
11915;4;Otras
11915;12;Otras
11916;2;No recibió respuesta a su solicitud
11917;2;No recibió respuesta a su solicitud
11918;2;No recibió respuesta a su solicitud
11919;1;Respuesta negativa a la solicitud de información
11920;1;Respuesta negativa a la solicitud de información
11920;12;Otras
11921;2;No recibió respuesta a su solicitud
11922;2;No recibió respuesta a su solicitud
11923;2;No recibió respuesta a su solicitud
11924;4;Otras
11924;12;Otras
11925;6;Debido funcionamiento del órgano/servicio
11925;7;Interés nacional
11925;4;Otras
11925;3;La información entregada no corresponde a la solicitada
11926;3;La información entregada no corresponde a la solicitada
11926;1;Respuesta negativa a la solicitud de información
11926;8;No se encuentra la información
11926;10;La información solicitada está en posesión de otro órgano o servicio
11927;3;La información entregada no corresponde a la solicitada
11928;30;Otros
11928;21;Personal y sus remuneraciones
11928;19;Facultades, funciones y atribuciones de unidades internas
11928;20;Entidades en que el organismo tiene participación, representación e intervención
11928;14;El acceso a la información no es expedito
11928;15;La información es incompleta
11928;23;Actos y resoluciones con efectos sobre terceros
11928;25;Mecanismos de participación ciudadana
11928;26;Contrataciones
11928;28;Presupuesto asignado y su ejecución
11928;27;Transferencias de fondos públicos
11928;24;Actos y documentos publicados en el Diario Oficial
11929;12;Otras
11929;4;Otras
11930;3;La información entregada no corresponde a la solicitada
11931;1;Respuesta negativa a la solicitud de información
11931;6;Debido funcionamiento del órgano/servicio
11932;12;Otras
11932;4;Otras
11933;4;Otras
11933;12;Otras
11934;2;No recibió respuesta a su solicitud
11935;2;No recibió respuesta a su solicitud
11935;4;Otras
11936;3;La información entregada no corresponde a la solicitada
11936;12;Otras
11937;15;La información es incompleta
11937;14;El acceso a la información no es expedito
11937;16;La información está desactualizada
11937;29;Programas de subsidios y otros beneficios (diseño, montos, criterios de acceso, beneficiarios)
11937;27;Transferencias de fondos públicos
11937;28;Presupuesto asignado y su ejecución
11937;26;Contrataciones
11937;25;Mecanismos de participación ciudadana
11937;23;Actos y resoluciones con efectos sobre terceros
11938;4;Otras
11939;4;Otras
11939;1;Respuesta negativa a la solicitud de información
11939;12;Otras
11940;15;La información es incompleta
11940;28;Presupuesto asignado y su ejecución
11940;27;Transferencias de fondos públicos
11940;29;Programas de subsidios y otros beneficios (diseño, montos, criterios de acceso, beneficiarios)
11940;17;Otros
11940;30;Otros
11941;8;No se encuentra la información
11941;9;La información no existe
11941;3;La información entregada no corresponde a la solicitada
11942;3;La información entregada no corresponde a la solicitada
11942;4;Otras
11942;12;Otras
11943;4;Otras
11944;2;No recibió respuesta a su solicitud
11945;2;No recibió respuesta a su solicitud
11946;2;No recibió respuesta a su solicitud
11947;2;No recibió respuesta a su solicitud
11948;2;No recibió respuesta a su solicitud
11949;2;No recibió respuesta a su solicitud
11949;12;Otras
11950;12;Otras
11950;2;No recibió respuesta a su solicitud
11951;2;No recibió respuesta a su solicitud
11952;2;No recibió respuesta a su solicitud
11952;12;Otras
11953;2;No recibió respuesta a su solicitud
11954;4;Otras
11955;2;No recibió respuesta a su solicitud
11956;4;Otras
11957;4;Otras
11958;2;No recibió respuesta a su solicitud
11959;2;No recibió respuesta a su solicitud
11960;3;La información entregada no corresponde a la solicitada
11961;2;No recibió respuesta a su solicitud
11962;2;No recibió respuesta a su solicitud
11963;2;No recibió respuesta a su solicitud
11964;2;No recibió respuesta a su solicitud
11965;2;No recibió respuesta a su solicitud
11966;3;La información entregada no corresponde a la solicitada
11966;9;La información no existe
11967;2;No recibió respuesta a su solicitud
11967;1;Respuesta negativa a la solicitud de información
11968;4;Otras
11969;2;No recibió respuesta a su solicitud
11969;8;No se encuentra la información
11970;2;No recibió respuesta a su solicitud
11971;4;Otras
11971;10;La información solicitada está en posesión de otro órgano o servicio
11972;4;Otras
11973;1;Respuesta negativa a la solicitud de información
11973;11;Oposición de un tercero
11974;2;No recibió respuesta a su solicitud
11975;3;La información entregada no corresponde a la solicitada
11975;4;Otras
11976;4;Otras
11977;1;Respuesta negativa a la solicitud de información
11977;12;Otras
11978;3;La información entregada no corresponde a la solicitada
11979;4;Otras
11980;4;Otras
11981;4;Otras
11982;4;Otras
11983;3;La información entregada no corresponde a la solicitada
11984;2;No recibió respuesta a su solicitud
11984;4;Otras
11985;4;Otras
11986;4;Otras
11987;4;Otras
11988;4;Otras
11989;4;Otras
11990;4;Otras
11991;4;Otras
11992;4;Otras
11993;3;La información entregada no corresponde a la solicitada
11994;4;Otras
11995;4;Otras
11996;1;Respuesta negativa a la solicitud de información
11996;11;Oposición de un tercero
11997;16;La información está desactualizada
11997;23;Actos y resoluciones con efectos sobre terceros
11998;2;No recibió respuesta a su solicitud
11999;2;No recibió respuesta a su solicitud
11999;4;Otras
12000;30;Otros
12000;17;Otros
12001;3;La información entregada no corresponde a la solicitada
12002;1;Respuesta negativa a la solicitud de información
12002;12;Otras
12003;12;Otras
12003;1;Respuesta negativa a la solicitud de información
12004;1;Respuesta negativa a la solicitud de información
12004;3;La información entregada no corresponde a la solicitada
12004;4;Otras
12004;12;Otras
12004;7;Interés nacional
12005;7;Interés nacional
12005;5;Seguridad nacional
12005;6;Debido funcionamiento del órgano/servicio
12005;1;Respuesta negativa a la solicitud de información
12006;4;Otras
12006;12;Otras
12007;2;No recibió respuesta a su solicitud
12008;2;No recibió respuesta a su solicitud
12009;2;No recibió respuesta a su solicitud
12010;2;No recibió respuesta a su solicitud
12011;4;Otras
12011;12;Otras
12012;12;Otras
12012;4;Otras
12013;3;La información entregada no corresponde a la solicitada
12013;12;Otras
12014;4;Otras
12015;4;Otras
12015;12;Otras
12016;12;Otras
12016;3;La información entregada no corresponde a la solicitada
12017;30;Otros
12017;14;El acceso a la información no es expedito
12017;13;La información no está disponible en forma permanente
12018;2;No recibió respuesta a su solicitud
12019;3;La información entregada no corresponde a la solicitada
12019;12;Otras
12020;12;Otras
12020;1;Respuesta negativa a la solicitud de información
12021;2;No recibió respuesta a su solicitud
12022;2;No recibió respuesta a su solicitud
12023;1;Respuesta negativa a la solicitud de información
12023;11;Oposición de un tercero
12024;4;Otras
12025;2;No recibió respuesta a su solicitud
12026;4;Otras
12027;2;No recibió respuesta a su solicitud
12028;1;Respuesta negativa a la solicitud de información
12028;6;Debido funcionamiento del órgano/servicio
12029;1;Respuesta negativa a la solicitud de información
12029;3;La información entregada no corresponde a la solicitada
12029;9;La información no existe
12030;9;La información no existe
12030;3;La información entregada no corresponde a la solicitada
12031;2;No recibió respuesta a su solicitud
12032;1;Respuesta negativa a la solicitud de información
12032;11;Oposición de un tercero
12033;2;No recibió respuesta a su solicitud
12034;2;No recibió respuesta a su solicitud
12035;4;Otras
12036;3;La información entregada no corresponde a la solicitada
12036;12;Otras
12037;4;Otras
12038;1;Respuesta negativa a la solicitud de información
12038;6;Debido funcionamiento del órgano/servicio
12039;4;Otras
12040;3;La información entregada no corresponde a la solicitada
12040;12;Otras
12041;3;La información entregada no corresponde a la solicitada
12042;3;La información entregada no corresponde a la solicitada
12043;4;Otras
12044;4;Otras
12045;4;Otras
12046;4;Otras
12047;4;Otras
12048;3;La información entregada no corresponde a la solicitada
12048;12;Otras
12049;2;No recibió respuesta a su solicitud
12050;29;Programas de subsidios y otros beneficios (diseño, montos, criterios de acceso, beneficiarios)
12050;17;Otros
12051;3;La información entregada no corresponde a la solicitada
12052;2;No recibió respuesta a su solicitud
12053;17;Otros
12053;23;Actos y resoluciones con efectos sobre terceros
12053;14;El acceso a la información no es expedito
12054;2;No recibió respuesta a su solicitud
12055;2;No recibió respuesta a su solicitud
12056;2;No recibió respuesta a su solicitud
12057;3;La información entregada no corresponde a la solicitada
12057;12;Otras
12058;2;No recibió respuesta a su solicitud
12059;2;No recibió respuesta a su solicitud
12060;2;No recibió respuesta a su solicitud
12061;2;No recibió respuesta a su solicitud
12062;2;No recibió respuesta a su solicitud
12063;2;No recibió respuesta a su solicitud
12064;2;No recibió respuesta a su solicitud
12065;2;No recibió respuesta a su solicitud
12066;4;Otras
12066;12;Otras
12067;3;La información entregada no corresponde a la solicitada
12068;3;La información entregada no corresponde a la solicitada
12069;1;Respuesta negativa a la solicitud de información
12069;4;Otras
12069;9;La información no existe
12069;8;No se encuentra la información
12070;3;La información entregada no corresponde a la solicitada
12071;2;No recibió respuesta a su solicitud
12072;2;No recibió respuesta a su solicitud
12073;2;No recibió respuesta a su solicitud
12074;4;Otras
12074;12;Otras
12075;12;Otras
12075;1;Respuesta negativa a la solicitud de información
12076;4;Otras
12076;12;Otras
12077;3;La información entregada no corresponde a la solicitada
12078;4;Otras
12078;12;Otras
12079;4;Otras
12080;4;Otras
12081;4;Otras
12082;4;Otras
12083;2;No recibió respuesta a su solicitud
12084;4;Otras
12085;3;La información entregada no corresponde a la solicitada
12085;10;La información solicitada está en posesión de otro órgano o servicio
12086;10;La información solicitada está en posesión de otro órgano o servicio
12086;4;Otras
12087;2;No recibió respuesta a su solicitud
12088;1;Respuesta negativa a la solicitud de información
12088;12;Otras
12089;2;No recibió respuesta a su solicitud
12090;22;Marco normativo aplicable
12090;17;Otros
12091;29;Programas de subsidios y otros beneficios (diseño, montos, criterios de acceso, beneficiarios)
12091;14;El acceso a la información no es expedito
12091;16;La información está desactualizada
12092;12;Otras
12092;3;La información entregada no corresponde a la solicitada
12093;1;Respuesta negativa a la solicitud de información
12093;12;Otras
12094;6;Debido funcionamiento del órgano/servicio
12094;1;Respuesta negativa a la solicitud de información
12095;1;Respuesta negativa a la solicitud de información
12095;3;La información entregada no corresponde a la solicitada
12095;12;Otras
12096;17;Otros
12096;20;Entidades en que el organismo tiene participación, representación e intervención
12097;12;Otras
12097;1;Respuesta negativa a la solicitud de información
12098;4;Otras
12099;1;Respuesta negativa a la solicitud de información
12099;11;Oposición de un tercero
12100;17;Otros
12100;21;Personal y sus remuneraciones
12101;10;La información solicitada está en posesión de otro órgano o servicio
12101;3;La información entregada no corresponde a la solicitada
12102;2;No recibió respuesta a su solicitud
12103;3;La información entregada no corresponde a la solicitada
12103;12;Otras
12104;2;No recibió respuesta a su solicitud
12105;3;La información entregada no corresponde a la solicitada
12106;4;Otras
12107;2;No recibió respuesta a su solicitud
12108;4;Otras
12109;4;Otras
12110;2;No recibió respuesta a su solicitud
12111;4;Otras
12112;4;Otras
12112;12;Otras
12113;2;No recibió respuesta a su solicitud
12114;2;No recibió respuesta a su solicitud
12115;3;La información entregada no corresponde a la solicitada
12116;30;Otros
12116;17;Otros
12117;13;La información no está disponible en forma permanente
12117;23;Actos y resoluciones con efectos sobre terceros
12118;8;No se encuentra la información
12118;1;Respuesta negativa a la solicitud de información
12119;4;Otras
12119;12;Otras
12120;2;No recibió respuesta a su solicitud
12121;4;Otras
12121;12;Otras
12122;17;Otros
12122;30;Otros
12123;3;La información entregada no corresponde a la solicitada
12123;12;Otras
12124;12;Otras
12124;1;Respuesta negativa a la solicitud de información
12124;4;Otras
12125;1;Respuesta negativa a la solicitud de información
12125;5;Seguridad nacional
12126;3;La información entregada no corresponde a la solicitada
12127;4;Otras
12127;6;Debido funcionamiento del órgano/servicio
12128;4;Otras
12129;2;No recibió respuesta a su solicitud
12130;1;Respuesta negativa a la solicitud de información
12130;11;Oposición de un tercero
12131;2;No recibió respuesta a su solicitud
12132;3;La información entregada no corresponde a la solicitada
12133;2;No recibió respuesta a su solicitud
12134;2;No recibió respuesta a su solicitud
12135;2;No recibió respuesta a su solicitud
12136;2;No recibió respuesta a su solicitud
12137;2;No recibió respuesta a su solicitud
12138;2;No recibió respuesta a su solicitud
12139;4;Otras
12139;12;Otras
12140;13;La información no está disponible en forma permanente
12140;20;Entidades en que el organismo tiene participación, representación e intervención
12141;20;Entidades en que el organismo tiene participación, representación e intervención
12141;18;Organigrama
12141;19;Facultades, funciones y atribuciones de unidades internas
12141;21;Personal y sus remuneraciones
12141;13;La información no está disponible en forma permanente
12141;16;La información está desactualizada
12141;15;La información es incompleta
12141;23;Actos y resoluciones con efectos sobre terceros
12141;27;Transferencias de fondos públicos
12141;28;Presupuesto asignado y su ejecución
12141;25;Mecanismos de participación ciudadana
12141;26;Contrataciones
12141;29;Programas de subsidios y otros beneficios (diseño, montos, criterios de acceso, beneficiarios)
12142;1;Respuesta negativa a la solicitud de información
12142;11;Oposición de un tercero
12143;1;Respuesta negativa a la solicitud de información
12143;12;Otras
12144;17;Otros
12144;30;Otros
12145;3;La información entregada no corresponde a la solicitada
12146;2;No recibió respuesta a su solicitud
12147;4;Otras
12147;11;Oposición de un tercero
12148;8;No se encuentra la información
12148;1;Respuesta negativa a la solicitud de información
12149;2;No recibió respuesta a su solicitud
12150;1;Respuesta negativa a la solicitud de información
12150;12;Otras
12151;2;No recibió respuesta a su solicitud
12152;3;La información entregada no corresponde a la solicitada
12152;12;Otras
12153;2;No recibió respuesta a su solicitud
12154;2;No recibió respuesta a su solicitud
12155;4;Otras
12155;12;Otras
12156;6;Debido funcionamiento del órgano/servicio
12156;3;La información entregada no corresponde a la solicitada
12157;3;La información entregada no corresponde a la solicitada
12158;3;La información entregada no corresponde a la solicitada
12159;4;Otras
12159;9;La información no existe
12160;2;No recibió respuesta a su solicitud
12161;2;No recibió respuesta a su solicitud
12162;3;La información entregada no corresponde a la solicitada
12163;1;Respuesta negativa a la solicitud de información
12163;12;Otras
12164;12;Otras
12164;1;Respuesta negativa a la solicitud de información
12165;3;La información entregada no corresponde a la solicitada
12165;4;Otras
12165;12;Otras
12166;2;No recibió respuesta a su solicitud
12167;2;No recibió respuesta a su solicitud
12168;1;Respuesta negativa a la solicitud de información
12168;12;Otras
12168;6;Debido funcionamiento del órgano/servicio
12169;12;Otras
12169;4;Otras
12170;4;Otras
12170;10;La información solicitada está en posesión de otro órgano o servicio
12171;2;No recibió respuesta a su solicitud
12172;2;No recibió respuesta a su solicitud
12173;1;Respuesta negativa a la solicitud de información
12173;6;Debido funcionamiento del órgano/servicio
12173;5;Seguridad nacional
12173;7;Interés nacional
12174;12;Otras
12174;3;La información entregada no corresponde a la solicitada
12175;2;No recibió respuesta a su solicitud
12176;2;No recibió respuesta a su solicitud
12177;2;No recibió respuesta a su solicitud
12178;1;Respuesta negativa a la solicitud de información
12178;12;Otras
12179;4;Otras
12180;2;No recibió respuesta a su solicitud
12181;3;La información entregada no corresponde a la solicitada
12181;6;Debido funcionamiento del órgano/servicio
12182;1;Respuesta negativa a la solicitud de información
12182;11;Oposición de un tercero
12183;2;No recibió respuesta a su solicitud
12184;2;No recibió respuesta a su solicitud
12185;1;Respuesta negativa a la solicitud de información
12186;1;Respuesta negativa a la solicitud de información
12187;1;Respuesta negativa a la solicitud de información
12188;1;Respuesta negativa a la solicitud de información
12188;8;No se encuentra la información
12189;4;Otras
12190;1;Respuesta negativa a la solicitud de información
12190;12;Otras
12191;1;Respuesta negativa a la solicitud de información
12191;11;Oposición de un tercero
12192;2;No recibió respuesta a su solicitud
12193;2;No recibió respuesta a su solicitud
12194;4;Otras
12195;4;Otras
12195;1;Respuesta negativa a la solicitud de información
12195;12;Otras
12196;4;Otras
12196;8;No se encuentra la información
12197;2;No recibió respuesta a su solicitud
12198;1;Respuesta negativa a la solicitud de información
12198;12;Otras
12199;1;Respuesta negativa a la solicitud de información
12199;11;Oposición de un tercero
12200;2;No recibió respuesta a su solicitud
12201;2;No recibió respuesta a su solicitud
12201;12;Otras
12202;15;La información es incompleta
12202;29;Programas de subsidios y otros beneficios (diseño, montos, criterios de acceso, beneficiarios)
12202;28;Presupuesto asignado y su ejecución
12202;27;Transferencias de fondos públicos
12202;17;Otros
12202;30;Otros
12203;9;La información no existe
12203;1;Respuesta negativa a la solicitud de información
12204;3;La información entregada no corresponde a la solicitada
12204;8;No se encuentra la información
12205;2;No recibió respuesta a su solicitud
12206;2;No recibió respuesta a su solicitud
12207;1;Respuesta negativa a la solicitud de información
12207;4;Otras
12208;3;La información entregada no corresponde a la solicitada
12209;1;Respuesta negativa a la solicitud de información
12209;10;La información solicitada está en posesión de otro órgano o servicio
12210;2;No recibió respuesta a su solicitud
12211;1;Respuesta negativa a la solicitud de información
12212;30;Otros
12212;13;La información no está disponible en forma permanente
12213;17;Otros
12213;21;Personal y sus remuneraciones
12213;28;Presupuesto asignado y su ejecución
12213;26;Contrataciones
12213;29;Programas de subsidios y otros beneficios (diseño, montos, criterios de acceso, beneficiarios)
12213;15;La información es incompleta
12213;16;La información está desactualizada
12213;30;Otros
12214;2;No recibió respuesta a su solicitud
12215;3;La información entregada no corresponde a la solicitada
12216;2;No recibió respuesta a su solicitud
12217;2;No recibió respuesta a su solicitud
12218;2;No recibió respuesta a su solicitud
12219;1;Respuesta negativa a la solicitud de información
12219;8;No se encuentra la información
12220;4;Otras
12221;2;No recibió respuesta a su solicitud
12222;2;No recibió respuesta a su solicitud
12223;2;No recibió respuesta a su solicitud
12224;2;No recibió respuesta a su solicitud
12225;4;Otras
12226;2;No recibió respuesta a su solicitud
12227;2;No recibió respuesta a su solicitud
12228;2;No recibió respuesta a su solicitud
12229;2;No recibió respuesta a su solicitud
12230;2;No recibió respuesta a su solicitud
12231;4;Otras
12232;4;Otras
12233;4;Otras
12234;3;La información entregada no corresponde a la solicitada
12234;12;Otras
12235;2;No recibió respuesta a su solicitud
12236;1;Respuesta negativa a la solicitud de información
12236;12;Otras
12237;21;Personal y sus remuneraciones
12237;13;La información no está disponible en forma permanente
12238;17;Otros
12238;19;Facultades, funciones y atribuciones de unidades internas
12239;1;Respuesta negativa a la solicitud de información
12239;11;Oposición de un tercero
12240;4;Otras
12240;12;Otras
12241;4;Otras
12241;2;No recibió respuesta a su solicitud
12242;2;No recibió respuesta a su solicitud
12243;3;La información entregada no corresponde a la solicitada
12244;1;Respuesta negativa a la solicitud de información
12245;2;No recibió respuesta a su solicitud
12246;29;Programas de subsidios y otros beneficios (diseño, montos, criterios de acceso, beneficiarios)
12246;24;Actos y documentos publicados en el Diario Oficial
12246;26;Contrataciones
12246;25;Mecanismos de participación ciudadana
12246;28;Presupuesto asignado y su ejecución
12246;27;Transferencias de fondos públicos
12246;23;Actos y resoluciones con efectos sobre terceros
12246;22;Marco normativo aplicable
12246;19;Facultades, funciones y atribuciones de unidades internas
12246;17;Otros
12246;21;Personal y sus remuneraciones
12246;18;Organigrama
12246;20;Entidades en que el organismo tiene participación, representación e intervención
12246;13;La información no está disponible en forma permanente
12247;17;Otros
12247;23;Actos y resoluciones con efectos sobre terceros
12248;12;Otras
12248;1;Respuesta negativa a la solicitud de información
12248;4;Otras
12249;4;Otras
12249;12;Otras
12250;2;No recibió respuesta a su solicitud
12251;4;Otras
12252;3;La información entregada no corresponde a la solicitada
12252;12;Otras
12253;12;Otras
12253;3;La información entregada no corresponde a la solicitada
12254;1;Respuesta negativa a la solicitud de información
12254;12;Otras
12255;23;Actos y resoluciones con efectos sobre terceros
12255;17;Otros
12256;17;Otros
12256;30;Otros
12257;2;No recibió respuesta a su solicitud
12258;3;La información entregada no corresponde a la solicitada
12259;17;Otros
12259;19;Facultades, funciones y atribuciones de unidades internas
12259;22;Marco normativo aplicable
12259;14;El acceso a la información no es expedito
12259;15;La información es incompleta
12260;12;Otras
12260;1;Respuesta negativa a la solicitud de información
12261;3;La información entregada no corresponde a la solicitada
12261;4;Otras
12261;12;Otras
12262;12;Otras
12262;1;Respuesta negativa a la solicitud de información
12263;2;No recibió respuesta a su solicitud
12264;4;Otras
12265;2;No recibió respuesta a su solicitud
12266;4;Otras
12267;19;Facultades, funciones y atribuciones de unidades internas
12267;17;Otros
12267;20;Entidades en que el organismo tiene participación, representación e intervención
12268;4;Otras
12268;9;La información no existe
12269;30;Otros
12269;17;Otros
12270;3;La información entregada no corresponde a la solicitada
12271;2;No recibió respuesta a su solicitud
12272;30;Otros
12272;16;La información está desactualizada
12272;23;Actos y resoluciones con efectos sobre terceros
12273;12;Otras
12273;4;Otras
12274;2;No recibió respuesta a su solicitud
12275;2;No recibió respuesta a su solicitud
12276;23;Actos y resoluciones con efectos sobre terceros
12276;13;La información no está disponible en forma permanente
12277;12;Otras
12277;4;Otras
12278;3;La información entregada no corresponde a la solicitada
12278;8;No se encuentra la información
12279;3;La información entregada no corresponde a la solicitada
12279;12;Otras
12280;6;Debido funcionamiento del órgano/servicio
12280;1;Respuesta negativa a la solicitud de información
12281;1;Respuesta negativa a la solicitud de información
12281;12;Otras
12282;4;Otras
12282;8;No se encuentra la información
12283;15;La información es incompleta
12283;28;Presupuesto asignado y su ejecución
12283;26;Contrataciones
